UAV ID,Ture ID,Predict ID,Distance
569,145,144,12.320102766487597
570,145,145,12.78598772823545
571,145,145,12.660461313314906
572,146,145,13.001232851099521
573,146,145,13.900869255281314
574,146,145,14.218824789918516
575,147,146,12.577085172733039
576,147,146,13.509943751018357
577,147,146,14.271229961232661
578,147,147,14.222638426693967
579,148,147,14.724502460347683
580,148,147,15.1844991266159
581,148,148,14.744238821181591
582,148,148,15.797236407671338
583,149,148,14.864509128784356
584,149,148,16.893179778586575
585,149,149,15.949397118865535
586,149,149,17.006104836375638
587,150,150,16.583410312781346
588,150,149,17.18907335259747
589,150,150,18.61750242167871
590,150,150,18.113811199400622
591,151,151,18.887776873420204
592,151,151,17.164019780332097
593,151,151,17.416641163904757
594,152,151,17.027600553273906
595,152,152,19.81613121565263
596,152,151,18.665236987672117
597,152,152,17.10567307516936
598,153,152,17.010359782254813
599,153,153,16.181578199832593
600,153,152,16.8389959182527
601,153,153,15.01432952291732
602,154,154,16.716909699568195
603,154,154,14.385172122577691
604,154,153,14.408792451646866
605,154,154,13.416757160027837
606,155,155,13.888098769639628
607,155,154,14.48933313176563
608,155,155,12.781561002295403
609,155,153,14.465588675688942
610,156,155,11.846396365345706
611,156,156,9.249524602532155
612,156,156,9.760478289535122
613,157,156,11.605242159637474
614,157,156,9.678417947014305
615,157,156,9.882008436560469
616,157,157,10.00342104751112
617,158,157,8.503901755994775
618,158,157,8.832994712582117
619,158,157,8.924181482059858
620,158,158,8.410817944949395
621,159,158,7.137020866744606
622,159,158,6.494961041205478
623,159,158,6.1228125572239875
624,159,158,5.496852107964241
625,160,159,5.651883552947003
626,160,159,5.040667692506098
627,160,159,5.947029823978756
628,160,160,3.588586816962325
629,161,160,4.875238150105284
630,161,160,5.924014134026518
631,161,160,5.475786323139542
632,162,161,4.0426548639311495
633,162,160,3.8985428773182385
634,162,161,2.886473616256485
635,162,161,4.365364718144675
636,163,161,3.420858145884078
637,163,162,3.0657589440659865
638,163,162,3.6785470055678884
639,163,162,3.9305959617745416
640,164,163,3.4801065130293702
641,164,163,2.0431759261521734
642,164,163,4.047013768539151
643,164,163,4.975609829136817
644,165,164,2.2154893894906906
645,165,164,1.9987377472516332
646,165,164,3.07783923363408
647,165,165,3.0312488349152353
648,166,165,2.4110249422046404
649,166,165,2.834539756424244
650,166,165,2.474204844822142
651,167,166,3.7170906804279293
652,167,166,3.330843171981389
653,167,166,2.707719227329175
654,167,166,5.551644744157817
655,168,167,4.158131698088557
656,168,167,4.277513730632217
657,168,167,4.7490504092912165
658,168,168,5.563644169225129
659,169,168,5.315884157243898
660,169,168,4.8273485730387575
661,169,168,6.281884699426053
662,169,169,6.106362836753934
663,170,169,5.774054195314839
664,170,169,6.766370003034941
665,170,169,4.90576159784399
666,170,169,6.298604080167102
667,171,170,6.553740693463761
668,171,170,7.58773602662012
669,171,170,5.711409919961666
670,172,169,6.778009661687669
671,172,171,7.321472555703277
672,172,171,7.683612002590208
673,172,172,7.403611895074288
674,173,172,7.484034522685147
675,173,172,6.756584869233037
676,173,172,8.503032132912
677,173,173,9.544979495006352
678,174,173,7.652315205087651
679,174,173,7.7063072590062
680,174,173,8.504086092327825
681,174,174,8.216337921651801
682,175,174,8.055309748022628
683,175,174,7.0682820516075475
684,175,174,9.278955813865338
685,176,175,7.511924693374895
686,176,175,7.674265333519535
687,176,175,7.894903505600959
688,176,176,8.836588359793746
689,177,175,8.236574737101712
690,177,176,7.797519995809817
691,177,176,7.278627683316066
692,177,176,8.626982156974254
693,178,177,9.069739324960494
694,178,177,9.055491337557953
695,178,177,7.381059752969764
696,178,178,9.429846495064949
697,179,177,7.6264147422695
698,179,178,7.081243608522797
699,179,178,8.56470690388484
700,180,178,9.040507825121617
701,180,179,7.697429338316663
702,180,179,8.214605141630846
703,180,179,6.984989145542264
704,181,180,5.2132994618364625
705,181,180,7.927784220787725
706,181,181,11.458297812925403
707,181,181,9.250805539469438
708,182,181,8.589519502069951
709,182,181,10.196539037970645
710,182,181,7.560781959470497
711,183,182,8.045291269177788
712,183,181,11.720636356056229
713,183,182,9.19078894008678
714,183,182,8.466602846472144
715,184,183,9.258440248306556
716,184,183,10.694111380698388
717,184,184,11.21341208614579
718,184,184,8.91352996828575
719,185,184,8.627087264338407
720,185,184,7.360437412237057
721,185,185,5.153546723060554
722,186,185,8.639026225822054
723,186,185,7.110173210055579
724,186,185,7.259903236324291
725,186,185,8.886018075725662
726,187,185,8.798436173722987
727,187,186,8.925371328436992
728,187,186,9.723521025103095
729,187,187,8.728157919543882
730,188,187,9.33632302675331
731,188,187,9.6158642840998
732,188,187,7.357664580287579
733,188,187,9.312215342892449
734,189,188,8.818803178116307
735,189,188,9.51347345078143
736,189,188,8.21153543866012
737,190,189,8.850747209274306
738,190,189,9.2217115372813
739,190,189,10.220760515204697
740,190,189,10.024491259978614
741,191,190,9.987113585009434
742,191,190,10.122895863844349
743,191,190,9.345868330549646
744,191,191,9.97296004640659
745,192,191,9.80899246925615
746,192,191,9.871573942303497
747,192,192,11.419660027335796
748,193,191,11.722442275515665
749,193,192,9.442754656149107
750,193,192,9.274674602623483
751,193,193,11.553999174371937
752,194,193,10.207038039692165
753,194,193,10.505296741741539
754,194,193,10.374087353872328
755,194,193,10.602443424804813
756,195,194,10.356078729727084
757,195,194,10.63866058467935
758,195,194,10.343056339854005
759,196,195,10.147722073409062
760,196,195,10.14821943804484
761,196,195,8.645907966189192
762,196,195,10.571105304138449
763,197,195,8.922367086369524
764,197,196,10.296757308486528
765,197,196,8.733694689287587
766,197,197,8.909922739410774
767,198,197,9.030746534419334
768,198,197,8.426366363991256
769,198,197,7.56137363771222
770,199,198,9.70858366885308
771,199,198,8.086439165344757
772,199,198,8.469299004340636
773,199,199,9.145926716607919
774,200,199,7.736824831084524
775,200,199,8.051179847597199
776,200,199,8.656170814880682
777,200,200,8.960607892727486
778,201,200,8.862615049250392
779,201,200,8.777803761620321
780,201,201,9.374835978267738
781,202,201,9.871040194196869
782,202,200,8.508320981170012
783,202,201,9.248610003369759
784,202,202,9.881170269741675
785,203,202,9.307657649704026
786,203,202,9.125527096615334
787,203,202,9.379313491433159
788,204,203,10.523159048295192
789,204,203,10.898877281765772
790,204,203,10.105368613078559
791,204,204,9.951579281794428
792,205,204,10.455829721398999
793,205,204,9.150075889009624
794,205,204,8.58340307179399
795,205,205,9.97323582355313
796,206,205,9.205156556044113
797,206,205,9.814772164606115
798,206,205,10.099982999026814
799,207,206,9.487370409915183
800,207,206,9.497418771792052
801,207,206,9.421106174307418
802,207,207,9.62049508035087
803,208,207,8.194490842821336
804,208,207,7.983961280557175
805,208,208,9.055796097247756
806,209,208,8.750645702083386
807,209,207,8.671317571756552
